Entry,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
A1254,2.08576891877,2.85550235828,0.127515981022,-5.3980764442,4.59059039777,-0.481509890355,-0.000513017472589,0.955216350969,1.42446410667,0.754710118129,0.398739619821,0.893133073193,0.252363386441,1.49449444214,3.50433446503,-2.46877370936,3.93425485011,-2.47920969262,-1.01297760632,-1.11627640242,1.09312302289,-1.99017791391
A1257,-3.44969403623,-1.92289318807,0.553162483248,-0.679324574551,-2.11467102719,-0.811900096864,3.30399099266,0.95000714909,-2.38855370001,-1.68034577726,1.07111127254,0.352456138588,2.40755769954,-1.98410390469,-2.48751799895,-0.76783112315,0.239218559831,-2.58602357356,0.239683794044,0.222452910944,-1.62224716645,0.0177312880751
A1258,-1.05490437852,-1.72852517033,-5.05415692908,-4.83957316965,-3.69387720888,-0.226045843561,3.38604940326,-1.44798480148,-4.36541202062,1.49624767465,-2.30297295292,2.49159933011,-0.0415392528688,-0.667109738051,2.96723747832,0.341365499676,-0.370247319212,-0.723106163443,-0.388299966893,-1.63352084749,0.458431638684,-0.376559788092
A1259,-7.31333463193,-8.27344940062,-1.71843591707,-3.69093276257,0.811351553379,-1.37746096649,0.0341500627576,1.26285199897,-0.258346256425,-1.74738825969,0.463521432094,-1.12206935816,-1.57808467295,1.93295124611,1.86688879422,0.20833828139,1.09217130814,1.4891229553,-0.433120092144,1.59598880514,0.845580329684,-0.366057315879
A1260,9.84543980171,-2.09960401629,-4.59982968089,3.38651408185,-0.484835470949,1.7388009036,-1.33136519303,2.52823531508,0.590984425033,0.647058937939,-1.25590739302,-0.446028425289,0.972182720903,-0.47833998701,0.220593142455,-0.965701991431,0.668143000319,0.980224248026,2.52399223439,-1.18687380078,-0.213302641438,-0.672026539969
A1261,3.07954976432,0.725699432969,1.88376485271,-1.6553865437,-0.354005302375,-6.92606327357,-2.08910729105,1.59820399299,-0.722568673059,0.506485516545,0.858254995289,-0.626553628143,4.12599130731,1.49087200492,2.3152783394,-0.108734784663,-2.74398701319,-1.9756678533,-1.31398756683,-1.13087891927,0.735784430748,-1.45472281437
A1262,-0.342047753048,1.09063281706,1.79363088128,6.41263385513,-4.04652084013,-1.21943914511,-1.6749457318,-3.57398570439,0.104575663033,2.28413692425,0.0271309154959,-0.895858714632,0.207991864862,0.620769864241,2.47696828464,-4.31989298401,-1.43981160595,-1.01379251323,0.124687017024,-5.0250867552,2.97716121435,1.3955853932
A1263,-0.0188782933651,0.755608586818,-0.664808385441,1.50508325148,2.39889924886,4.45911127066,-0.805878867692,-2.03372153108,0.500780900787,1.77650598911,-3.60573079712,-0.497777263437,-0.791160343022,4.11344689227,-3.49465136966,-3.85541851371,1.05240623783,-0.437049592411,-3.07627713003,-3.5816622432,-1.71954751805,-0.15867350504
A1264,-4.11818866459,-7.10954913879,-2.13705790378,-1.0254760169,-0.843869409536,-1.02685938581,0.614754519331,2.39242299516,-3.0075997091,-0.688147394409,0.817867331221,0.770550270606,1.13088503257,-0.797232395724,3.47101554646,-2.7245533353,-1.70026746205,-0.717078561164,-1.54202385959,-1.38352700566,-0.485889891714,0.148308392456
A1265,3.63241000761,-4.6884915357,-2.01058350039,5.00270788421,-1.72189912808,-1.17196867894,2.69666439009,3.45091007048,0.729247004777,-1.71220245816,2.53525330484,2.49124661256,0.878947760858,-1.47248878266,1.8052410319,-0.854984270175,-0.938624381863,-4.31754651361,1.40757633507,-3.62788932144,-2.40132705368,-1.53060343054
A1266,-4.76462500525,-1.4712875018,2.26414404357,-2.07821260523,1.69307660831,-1.72802547915,4.37758605323,1.98990192626,1.03620770146,-2.62980662421,0.00981225582478,1.73457785412,-1.82726589332,-2.58095174988,0.946746519713,-0.944998987721,0.161789183108,-1.59050468821,2.92133888948,-1.82355859112,-1.33580947391,-2.87738547672
A1267,2.28213782633,-2.59368687476,-4.72201040244,-0.466444784299,3.68142294568,1.89450282717,-1.59364776607,2.34531336654,1.9100591668,-1.42422353065,2.30716130423,-1.65993504997,-2.70619899141,-0.718463979255,-1.17247150591,-1.8223084801,1.73767411156,-1.33204186333,0.56928763042,1.84129560893,-0.327588285537,0.45700048148
